12
20
17
32
22
11
10
10
12
12
14
13
19
27
20
36
45
35
29
29
48
34
33
138
50
75
90
110
136
106
175
89
157
118
134
236
134
136
182
164
191
148
170
156
214
176
162
162
164
158
155
143
167
151
